DNA_plateN,Well,Tube,dup,DNA_plate
16,E11,1455,,Plate 16
16,E12,1456,,Plate 16
16,F1,1457,,Plate 16
16,F2,1458,,Plate 16
16,F3,1459,,Plate 16
16,F4,1460,,Plate 16
16,F5,1461,,Plate 16
16,F6,1462,,Plate 16
16,F7,1463,,Plate 16
16,F8,1464,,Plate 16
16,F9,1465,,Plate 16
16,F10,1466,,Plate 16
16,F11,1467,,Plate 16
16,F12,1468,,Plate 16
16,G1,1469,,Plate 16
16,G2,1470,,Plate 16
16,G3,1471,,Plate 16
16,G4,1472,,Plate 16
16,G5,1473,,Plate 16
16,G6,1474,,Plate 16
16,G7,1475,,Plate 16
16,G8,1476,,Plate 16
16,G9,1477,,Plate 16
16,G10,1478,,Plate 16
16,G11,1479,,Plate 16
16,G12,1480,,Plate 16
16,H1,1481,,Plate 16
16,H2,1482,,Plate 16
16,H3,1483,,Plate 16
16,H4,1484,,Plate 16
16,H5,1485,,Plate 16
16,H6,1486,,Plate 16
16,H7,1487,,Plate 16
16,H8,1488,,Plate 16
16,H9,1489,,Plate 16
16,H10,1490,,Plate 16
16,H11,NTC_P16A,,Plate 16
16,H12,NTC_P16B,,Plate 16
17,A1,1491,,Plate 17
17,A2,1492,,Plate 17
17,A3,1493,,Plate 17
17,A4,1494,,Plate 17
17,A5,1495,,Plate 17
17,A6,1496,,Plate 17
17,A7,1497,,Plate 17
17,A8,1498,,Plate 17
17,A9,1499,,Plate 17
17,A10,1500,,Plate 17
17,A11,1501,,Plate 17
17,A12,1502,,Plate 17
17,B1,1503,,Plate 17
17,B2,1504,,Plate 17
17,B3,1505,,Plate 17
17,B4,1506,,Plate 17
17,B5,1507,,Plate 17
17,B6,1508,,Plate 17
17,B7,1509,,Plate 17
17,B8,1510,,Plate 17
17,B9,1511,,Plate 17
17,B10,1512,,Plate 17
17,B11,1513,,Plate 17
17,B12,1514,,Plate 17
17,C1,1515,,Plate 17
17,C2,1516,,Plate 17
17,C3,1517,,Plate 17
17,C4,1518,,Plate 17
17,C5,1519,,Plate 17
17,C6,1520,,Plate 17
17,C7,1521,,Plate 17
17,C8,1522,,Plate 17
17,C9,1523,,Plate 17
17,C10,1524,,Plate 17
17,C11,1525,,Plate 17
17,C12,1526,,Plate 17
17,D1,1527,,Plate 17
17,D2,1528,,Plate 17
17,D3,1529,,Plate 17
17,D4,1530,,Plate 17
17,D5,1531,,Plate 17
17,D6,1532,,Plate 17
17,D7,1533,,Plate 17
17,D8,1534,,Plate 17
17,D9,1535,,Plate 17
17,D10,1536,,Plate 17
17,D11,1537,,Plate 17
17,D12,1538,,Plate 17
17,E1,1539,,Plate 17
17,E2,1540,,Plate 17
17,E3,1541,,Plate 17
17,E4,1542,,Plate 17
17,E5,1543,,Plate 17
17,E6,1544,,Plate 17
17,E7,1545,,Plate 17
17,E8,1546,,Plate 17
17,E9,1547,,Plate 17
17,E10,1548,,Plate 17
17,E11,1549,,Plate 17
17,E12,1550,,Plate 17
17,F1,1551,,Plate 17
17,F2,1552,,Plate 17
17,F3,1553,,Plate 17
17,F4,1554,,Plate 17
17,F5,1555,,Plate 17
17,F6,1556,,Plate 17
17,F7,1557,,Plate 17
17,F8,1558,,Plate 17
17,F9,1559,,Plate 17
17,F10,1560,,Plate 17
17,F11,1561,,Plate 17
17,F12,1562,,Plate 17
17,G1,1563,,Plate 17
17,G2,1564,,Plate 17
17,G3,1565,,Plate 17
17,G4,1566,,Plate 17
17,G5,1567,,Plate 17
17,G6,1568,,Plate 17
17,G7,1569,,Plate 17
17,G8,1570,,Plate 17
17,G9,1571,,Plate 17
17,G10,1572,,Plate 17
17,G11,1573,,Plate 17
17,G12,1574,,Plate 17
17,H1,1575,,Plate 17
17,H2,1576,,Plate 17
17,H3,1577,,Plate 17
17,H4,1578,,Plate 17
17,H5,1579,,Plate 17
17,H6,1580,,Plate 17
17,H7,1581,,Plate 17
17,H8,1582,,Plate 17
17,H9,1583,,Plate 17
17,H10,1584,,Plate 17
17,H11,NTC_P17A,,Plate 17
17,H12,NTC_P17B,,Plate 17
